entity_id,legal_name,trade_name,business_type,business_category,nic_code,pollution_category,district,district_code,pin_code,locality,zone,ward,canonical_address,pan_hash,gstin_hash,udyam_hash,phone,email,incorporation_date,employee_count,turnover_band_lakh
ENT-00299,Srinidhi Press Works,Srinidhi Press Works,Printing / Packaging,Manufacturing,1811,Orange,Bengaluru Urban,BLRU,560078,Jayanagar,South,Ward-168,"No 262, Industrial Layout, Jayanagar, Bengaluru Urban, Karnataka - 560078",PAN_0695D41947A6DA78,GSTIN_7FC3774240BCFAB7,UDYAM_CE7D56165734F537,9002367918,contact0299@examplebiz.in,2020-05-09,12,50-100
ENT-00300,Varun Systems Solutions,Varun Systems Solutions,Electronics Assembly,Manufacturing,2610,Orange,Bengaluru Urban,BLRU,560100,Electronic City,Bommanahalli,Ward-192,"No 165, D Near Bus Stop, Electronic City, Bengaluru Urban, Karnataka - 560100",,,UDYAM_13561B92E2E26B1D,9002375837,contact0300@examplebiz.in,2013-11-12,2,500+
ENT-00301,Vijaya Fashions Pvt Ltd,Vijaya Fashions,Textile / Garments,Manufacturing,1410,Green,Bengaluru Urban,BLRU,560064,Yelahanka,Yelahanka,Ward-004,"No 216, C Main Road, Yelahanka, Bengaluru Urban, Karnataka - 560064",PAN_0C5D219EF79CC50A,GSTIN_F0D344EE6AD05725,,,,2017-06-25,10,10-25
ENT-00302,Kaveri Wear Works,Kaveri Wear Works,Textile / Garments,Manufacturing,1410,Green,Bengaluru Urban,BLRU,560059,Rajajinagar Industrial Suburb,West,Ward-067,"No 12, A Sector, Rajajinagar Industrial Suburb, Bengaluru Urban, Karnataka - 560059",PAN_A130EDFFBA2977DA,GSTIN_9C5C1B045D4754EC,,9002391675,contact0302@examplebiz.in,2024-06-20,25,0-10
ENT-00303,Prakruthi Stores LLP,Prakruthi Stores,Logistics / Warehouse,Service,5210,Green,Mysuru,MYS,570016,Hebbal Industrial Area,North,Ward-M21,"No 202, Plot 2nd Main, Hebbal Industrial Area, Mysuru, Karnataka - 570016",PAN_5E69DCA2AC8BFFAE,GSTIN_AF6DD81B25849C26,,,,2021-10-20,12,50-100
ENT-00304,Naveen Kitchen Pvt Ltd,Naveen Kitchen,Restaurant / Cafe,Service,5610,Green,Bengaluru Urban,BLRU,560078,Jayanagar,South,Ward-168,"No 268, D Industrial Layout, Jayanagar, Bengaluru Urban, Karnataka - 560078",,,UDYAM_3FCC412B71F8F16A,,,2012-12-17,2,0-10
ENT-00305,Omkar Health Enterprises,Omkar Health Enterprises,Pharmacy / Medical Retail,Retail,4772,Green,Bengaluru Urban,BLRU,560064,Yelahanka,Yelahanka,Ward-004,"No 149, D Service Road, Yelahanka, Bengaluru Urban, Karnataka - 560064",PAN_4A10532E4A0D9594,,UDYAM_1EC1CAF1813016C9,9002415432,,2017-03-09,52,100-500
ENT-00306,Nandi Moulding Company,Nandi Moulding Company,Plastic Moulding,Manufacturing,2220,Red,Bengaluru Urban,BLRU,560001,MG Road,East,Ward-111,"No 170, B Near Bus Stop, MG Road, Bengaluru Urban, Karnataka - 560001",PAN_B9DDF2E289A879D8,GSTIN_4921394781DD0620,,,,2012-09-18,36,100-500
ENT-00307,Udupi Cafe Pvt Ltd,Udupi Cafe,Restaurant / Cafe,Service,5610,Green,Bengaluru Urban,BLRU,560102,HSR Layout,Bommanahalli,Ward-174,"No 172, B Sector, HSR Layout, Bengaluru Urban, Karnataka - 560102",PAN_2E782F96A8964532,GSTIN_72EF44158266CEBF,,9002431270,,2023-02-23,3,100-500
ENT-00308,Sree Mold Traders,Sree Mold Traders,Plastic Moulding,Manufacturing,2220,Red,Bengaluru Urban,BLRU,560058,Peenya Industrial Area,Dasarahalli,Ward-038,"No 17, 1st Cross, Peenya Industrial Area, Bengaluru Urban, Karnataka - 560058",PAN_153B70075AA2AC57,,UDYAM_B221B6FE7D58102E,9002439189,contact0308@examplebiz.in,2021-07-13,2,50-100
ENT-00309,Harsha Pvt Ltd,Harsha,Chemical Blending,Manufacturing,2029,Red,Mysuru,MYS,570016,Hebbal Industrial Area,North,Ward-M21,"No 220, Extension, Hebbal Industrial Area, Mysuru, Karnataka - 570016",,,UDYAM_6996CA02A3BC8B36,9002447108,contact0309@examplebiz.in,2019-08-11,18,50-100
ENT-00310,Sree Tech Associates,Sree Tech Associates,Electronics Assembly,Manufacturing,2610,Orange,Tumakuru,TUM,572106,Antharasanahalli Industrial Area,Tumakuru,Ward-T12,"No 285, B Industrial Layout, Antharasanahalli Industrial Area, Tumakuru, Karnataka - 572106",PAN_D6C3B96359D24C06,GSTIN_1834EBFC01E359A0,UDYAM_9DB1C1DE63EE9791,,,2013-02-09,10,0-10
ENT-00311,Bangalore Industries LLP,Bangalore Industries,Machine Tools,Manufacturing,2819,Orange,Bengaluru Urban,BLRU,560066,Whitefield Main Road,Mahadevapura,Ward-083,"No 104, D Extension, Whitefield Main Road, Bengaluru Urban, Karnataka - 560066",PAN_776AB1C211DDC571,GSTIN_707D68C23B8283C4,,9002462946,contact0311@examplebiz.in,2022-07-18,36,10-25
ENT-00312,Naveen Printers Solutions,Naveen Printers Solutions,Printing / Packaging,Manufacturing,1811,Orange,Bengaluru Urban,BLRU,560059,Rajajinagar Industrial Suburb,West,Ward-067,"No 69, Extension, Rajajinagar Industrial Suburb, Bengaluru Urban, Karnataka - 560059",,,,9002470865,,2015-08-16,52,25-50
ENT-00313,Nandi Foods Industries,Nandi Foods Industries,Food Processing,Manufacturing,1030,Orange,Mysuru,MYS,570018,Nanjangud Road,South,Ward-M32,"No 60, C Sector, Nanjangud Road, Mysuru, Karnataka - 570018",,,UDYAM_A644DC632D7A0187,9002478784,contact0313@examplebiz.in,2016-01-27,12,100-500
ENT-00314,Srinidhi Labels Company,Srinidhi Labels Company,Printing / Packaging,Manufacturing,1811,Orange,Bengaluru Urban,BLRU,560034,Koramangala,South-East,Ward-151,"No 72, C 2nd Main, Koramangala, Bengaluru Urban, Karnataka - 560034",,,UDYAM_D0DAF0B98B0FF983,,,2024-03-11,52,500+
ENT-00315,Kaveri Coatings Solutions,Kaveri Coatings Solutions,Chemical Blending,Manufacturing,2029,Red,Bengaluru Urban,BLRU,560064,Yelahanka,Yelahanka,Ward-004,"No 257, A Main Road, Yelahanka, Bengaluru Urban, Karnataka - 560064",PAN_C652EA3CE99C21E7,,,9002494622,,2012-05-23,4,10-25
ENT-00316,Ganesh Coatings LLP,Ganesh Coatings,Chemical Blending,Manufacturing,2029,Red,Bengaluru Urban,BLRU,560034,Koramangala,South-East,Ward-151,"No 159, Behind Metro, Koramangala, Bengaluru Urban, Karnataka - 560034",PAN_A963FE35E801E5F5,GSTIN_6F5F5BAF440289E8,,,contact0316@examplebiz.in,2023-11-28,85,50-100
ENT-00317,Nisarga Labels Pvt Ltd,Nisarga Labels,Printing / Packaging,Manufacturing,1811,Orange,Bengaluru Urban,BLRU,560037,Whitefield,Mahadevapura,Ward-085,"No 288, Plot Main Road, Whitefield, Bengaluru Urban, Karnataka - 560037",,,UDYAM_BBCE0D85DF593C6D,9002510460,contact0317@examplebiz.in,2022-10-22,10,500+
ENT-00318,Lakshmi LLP,Lakshmi,Logistics / Warehouse,Service,5210,Green,Mysuru,MYS,570016,Hebbal Industrial Area,North,Ward-M21,"No 177, C Service Road, Hebbal Industrial Area, Mysuru, Karnataka - 570016",PAN_92FF94FCE953FC3F,GSTIN_F7F9AE04985405E5,,9002518379,contact0318@examplebiz.in,2015-05-05,52,25-50
ENT-00319,Ganesh Medical Solutions,Ganesh Medical Solutions,Pharmacy / Medical Retail,Retail,4772,Green,Bengaluru Urban,BLRU,560085,Banashankari,South,Ward-182,"No 213, Plot 1st Cross, Banashankari, Bengaluru Urban, Karnataka - 560085",PAN_1BA552F563543DB2,GSTIN_931C9DE43042105B,UDYAM_BC66A53478DD6592,,,2023-09-12,180,10-25
ENT-00320,Navya Industrial Co,Navya Industrial Co,Chemical Blending,Manufacturing,2029,Red,Bengaluru Rural,BLRR,562110,Devanahalli,Bengaluru Rural,Ward-R01,"No 203, D Extension, Devanahalli, Bengaluru Rural, Karnataka - 562110",,,UDYAM_D9024ED95FBDC7DD,,,2014-04-11,180,25-50
ENT-00321,Asha Packaging Enterprises,Asha Packaging Enterprises,Printing / Packaging,Manufacturing,1811,Orange,Bengaluru Urban,BLRU,560066,Whitefield Main Road,Mahadevapura,Ward-083,"No 150, A Sector, Whitefield Main Road, Bengaluru Urban, Karnataka - 560066",PAN_14CB0D17B8284526,GSTIN_3143A7FEA3B2960E,,9002542136,contact0321@examplebiz.in,2025-08-20,3,0-10
ENT-00322,Nisarga Circuits Enterprises,Nisarga Circuits Enterprises,Electronics Assembly,Manufacturing,2610,Orange,Mysuru,MYS,570018,Nanjangud Road,South,Ward-M32,"No 239, C Extension, Nanjangud Road, Mysuru, Karnataka - 570018",,,UDYAM_31F235AFBC4BF314,9002550055,contact0322@examplebiz.in,2019-05-08,36,25-50
ENT-00323,Sree Enterprises,Sree Enterprises,Chemical Blending,Manufacturing,2029,Red,Bengaluru Urban,BLRU,560100,Electronic City,Bommanahalli,Ward-192,"No 132, B Service Road, Electronic City, Bengaluru Urban, Karnataka - 560100",,,,9002557974,contact0323@examplebiz.in,2020-09-21,8,10-25
ENT-00324,Varun Industries,Varun Industries,Food Processing,Manufacturing,1030,Orange,Bengaluru Urban,BLRU,560078,Jayanagar,South,Ward-168,"No 206, C Industrial Layout, Jayanagar, Bengaluru Urban, Karnataka - 560078",,,UDYAM_DA94A9730DB9BCDD,9002565893,,2024-07-17,12,100-500
ENT-00325,Naveen Medical Solutions,Naveen Medical Solutions,Pharmacy / Medical Retail,Retail,4772,Green,Bengaluru Urban,BLRU,560102,HSR Layout,Bommanahalli,Ward-174,"No 158, Extension, HSR Layout, Bengaluru Urban, Karnataka - 560102",,,,9002573812,contact0325@examplebiz.in,2023-09-15,52,25-50
