source_record_id,source_system,source_system_name,entity_id_ground_truth,business_name,trade_name,owner_name_masked,address,locality,district,district_code,pin_code,ward,zone,business_type,business_category,nic_code,pollution_category,pan_hash,gstin_hash,udyam_hash,phone,email,registration_date,last_event_date,status,employee_count,turnover_band_lakh,ingested_at,data_quality_notes
LAB-KA-BLRR-2019-000008,LABOUR,Labour Department,ENT-00017,M/S Mysore Cafe Traders,Mysore Cafe Traders,Owner A,"#202, D Service Road, Devanahalli, Bengaluru Rural, Karnataka - 562110",Devanahalli,Bengaluru Rural,BLRR,562110,Ward-R01,Bengaluru Rural,Restaurant / Cafe,Service,5610,Green,,,,,,2019-07-11,2025-10-04,ACTIVE,3,,2026-04-05,pan_hash;gstin_hash;phone;email
BBMP-TL-MAHA-2015-000007,BBMP,BBMP Trade Licence,ENT-00018,Mysore Mold Solutions,Mysore Mold Solutions,Partner 1,"215, A Mn Rd, Whitefield Mn Rd, Bangalore Urban, K'taka - 560066",Whitefield Main Road,Bengaluru Urban,BLRU,560066,Ward-083,Mahadevapura,Plastic Moulding,Manufacturing,2220,Red,,GSTIN_3EF37A7E82305EDA,,9000142679,contact0018@examplebiz.in,2015-03-21,2016-08-28,CLOSED,,,2025-12-20,pan_hash
KFBIS-FAC-BLRU-2024-000007,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00018,Mysore Mold Solutions,M/S Mysore Mold Solutions,Partner 1,"#215, A Main Rd, Whitefield Main Rd, B'luru Urban, Karnataka - 560066",Whitefield Main Road,Bengaluru Urban,BLRU,560066,Ward-083,Mahadevapura,Plastic Moulding,Manufacturing,2220,Red,PAN_9B87F77784FF0445,GSTIN_3EF37A7E82305EDA,,9000142679,contact0018@examplebiz.in,2024-11-12,2025-10-13,ACTIVE,180,,2025-12-24,
GST-KA-BLRU-2022-000013,GST,GST Taxpayer Registry,ENT-00018,MYSORE MOLD SOLUTIONS,Mysore Mold Solutions,Owner B,"No. 215, A Main Rd, Whitefield Main Rd, Bengaluru Urban, K'taka - 560066",Whitefield Main Road,Bengaluru Urban,BLRU,560066,Ward-083,Mahadevapura,Plastic Moulding,Manufacturing,2220,Red,PAN_9B87F77784FF0445,GSTIN_3EF37A7E82305EDA,UDYAM_23B1E80E5A874B4C,9000142679,,2022-12-05,2026-02-14,ACTIVE,180,25-50,2025-12-20,email
PCB/BLRU/CTO/2015/00008,KSPCB,Karnataka State Pollution Control Board,ENT-00018,Mysore Mold Solutions,,Managing Partner,"No 215, A Main Road, Whitefield Main Road, Bangalore Urban, Karnataka",Whitefield Main Road,Bengaluru Urban,BLRU,560066,Ward-083,Mahadevapura,Plastic Moulding,Manufacturing,2220,Red,,,,,contact0018@examplebiz.in,2015-04-08,2024-11-14,DORMANT,180,25-50,2025-12-23,pan_hash;gstin_hash;phone
KAR-SHOP-BLRU-2015-000012,SHOP,Karnataka Shops and Commercial Establishments,ENT-00018,Mysore Mold Solutions,,Owner A,"#215, A Main Road, Whitefield Main Road, Bengaluru Urban, K'taka - 560066",Whitefield Main Road,Bengaluru Urban,BLRU,560066,Ward-083,Mahadevapura,Plastic Moulding,Manufacturing,2220,Red,,GSTIN_3EF37A7E82305EDA,,,,2015-12-20,2026-02-16,ACTIVE,180,,2026-03-13,pan_hash;phone;email
UDYAM-KR-BLRU-2018-000010,UDYAM,Udyam / MSME Registry,ENT-00018,MYSORE MOLD SOLUTIONS,Mysoe Mold Solutions,Managing Partner,"No. 215, A Mn Rd, Whitefield Mn Rd, Bengaluru Urban, K'taka - 560066",Whitefield Main Road,Bengaluru Urban,BLRU,560066,Ward-083,Mahadevapura,Plastic Moulding,Manufacturing,2220,Red,PAN_9B87F77784FF0445,GSTIN_3EF37A7E82305EDA,UDYAM_23B1E80E5A874B4C,,,2018-04-13,2023-02-21,CLOSED,180,25-50,2025-11-17,phone;email
KFBIS-FAC-BLRR-2016-000008,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00019,Vea Coatings Works,M/S Veda Coatings Works,Owner B,"201, B Service Road, Devanahalli, B'luru Rural, K'taka - 562110",Devanahalli,Bengaluru Rural,BLRR,562110,Ward-R01,Bengaluru Rural,Chemical Blending,Manufacturing,2029,Red,,,,9000150598,,2016-08-10,2017-03-08,CLOSED,3,,2025-12-09,pan_hash;gstin_hash;email
GST-KA-BLRR-2017-000014,GST,GST Taxpayer Registry,ENT-00019,Veda Coatings Works,Veda Coatings Works,Director Masked,"No 201, B Service Road, Devanahalli, B'luru Rural, K'taka - 562110",Devanahalli,Bengaluru Rural,BLRR,562110,Ward-R01,Bengaluru Rural,Chemical Blending,Manufacturing,2029,Red,,,UDYAM_F54BADA100F1DA9C,9000150598,,2017-09-13,2024-01-02,DORMANT,3,,2026-01-22,pan_hash;gstin_hash;email
PCB/BLRR/CTE/2018/00009,KSPCB,Karnataka State Pollution Control Board,ENT-00019,Veda Coatings Works,Veda Coatings Works,Owner A,"No. 201, B Service Road, Devanahalli, Bangalore Rural, KA - 562110",Devanahalli,Bengaluru Rural,BLRR,562110,Ward-R01,Bengaluru Rural,Chemical Blending,Manufacturing,2029,Red,,,,9000150598,,2018-06-07,2026-02-20,ACTIVE,3,,2025-11-18,pan_hash;gstin_hash;email
KAR-SHOP-BLRR-2016-000013,SHOP,Karnataka Shops and Commercial Establishments,ENT-00019,Veda Coatings Works,Veda Coatings Works,Partner 1,"201, B Service Road, Devanahalli, B'luru Rural, Karnataka",Devanahalli,Bengaluru Rural,BLRR,562110,Ward-R01,Bengaluru Rural,Chemical Blending,Manufacturing,2029,Red,,,,,,2016-05-14,2016-06-26,CLOSED,3,0-10,2026-04-12,pan_hash;gstin_hash;phone;email
KFBIS-FAC-BLRU-2019-000009,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00020,Navya Devices Co,Navya Devices Co,Owner A,"#51, A Behind Metro, Bommanahalli, B'luru Urban, KA - 560068",Bommanahalli,Bengaluru Urban,BLRU,560068,Ward-175,South,Electronics Assembly,Manufacturing,2610,Orange,,,,9000158517,,2019-12-03,2020-02-09,CLOSED,,100-500,2026-01-19,pan_hash;gstin_hash;email
GST-KA-BLRU-2021-000015,GST,GST Taxpayer Registry,ENT-00020,Navya Devices Co,Navya Devices Co,Owner A,"No. 51, A Behind Metro, Bommanahalli, Bangalore Urban, Karnataka - 560068",Bommanahalli,Bengaluru Urban,BLRU,560068,Ward-175,South,Electronics Assembly,Manufacturing,2610,Orange,PAN_A8B2B46C51047944,GSTIN_AC08044DB415531C,,,,2021-04-21,2024-09-22,DORMANT,180,,2025-12-28,phone;email
UDYAM-KR-BLRU-2016-000011,UDYAM,Udyam / MSME Registry,ENT-00020,NAVYA DEVICES CO,M/S Navya Devices Co,,"#51, A Behind Metro, Bommanahalli, B'luru Urban, KA - 560068",Bommanahalli,Bengaluru Urban,BLRU,560058,Ward-175,South,Electronics Assembly,Manufacturing,2610,Orange,PAN_A8B2B46C51047944,,UDYAM_4D83CEBA4239C745,9000158517,,2016-01-27,2018-12-28,CLOSED,180,100-500,2025-11-21,gstin_hash;email;pin_drift
GST-KA-MYS-2022-000016,GST,GST Taxpayer Registry,ENT-00021,Prakruthi Packaging Solutions,,Managing Partner,"#45, A Service Road, Hebbal Industrial Area, Mysuru, K'taka - 570016",Hebbal Industrial Area,Mysuru,MYS,570016,Ward-M21,North,Printing / Packaging,Manufacturing,1811,Orange,PAN_1DDA954E2B3349CC,,,9000166436,,2022-03-07,2024-08-04,DORMANT,,,2025-11-12,gstin_hash;email
PCB/MYS/CTO/2016/00010,KSPCB,Karnataka State Pollution Control Board,ENT-00021,M/S Prakruthi Packaging Solutions,Prakruthi Packaging Solutions,Partner 1,"#45, A Service Road, Hebbal Industrial Estate, Mysuru, Karnataka - 570016",Hebbal Industrial Area,Mysuru,MYS,570016,Ward-M21,North,Printing / Packaging,Manufacturing,1811,Orange,PAN_1DDA954E2B3349CC,,UDYAM_7529CCCBE3EA145B,9000166436,,2016-10-25,2017-10-26,CLOSED,25,,2026-03-27,gstin_hash;email
LAB-KA-MYS-2015-000009,LABOUR,Labour Department,ENT-00021,M/S Praruthi Packaging Solutions,Prakruthi Packaging Solutions,Managing Partner,"No 45, A Service Road, Hebbal Industrial Estate, Mysuru, K'taka - 570016",Hebbal Industrial Area,Mysuru,MYS,570016,Ward-M21,North,Printing / Packaging,Manufacturing,1811,Orange,PAN_1DDA954E2B3349CC,,,,,2015-02-19,2017-01-12,CLOSED,25,500+,2026-01-04,gstin_hash;phone;email
KFBIS-FAC-MYS-2023-000010,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00022,Ravi Plastics Works,Ravi Plastics Works,,"65, B Near Bus Stop, Hebbal Industrial Area, Mysuru, KA - 570016",Hebbal Industrial Area,Mysuru,MYS,570016,Ward-M21,North,Plastic Moulding,Manufacturing,2220,Red,,GSTIN_4CD6D2E925B25B01,,9000174355,,2023-10-04,2025-03-07,DORMANT,18,10-25,2025-11-22,pan_hash;email
PCB/MYS/CTE/2021/00011,KSPCB,Karnataka State Pollution Control Board,ENT-00022,Ravi Plastics Works,,Owner B,"#65, B Near Bus Stop, Hebbal Industrial Estate, Mysuru, KA - 570016",Hebbal Industrial Area,Mysuru,MYS,570016,Ward-M21,North,Plastic Moulding,Manufacturing,2220,Red,,,,9000174355,,2021-04-11,2024-04-23,DORMANT,18,,2026-03-02,pan_hash;gstin_hash;email
LAB-KA-MYS-2024-000010,LABOUR,Labour Department,ENT-00022,Ravi Plastics Works,Ravi Plastics Works,Partner 1,"65, B Near Bus Stop, Hebbal Industrial Estate, Mysuru, KA - 570016",Hebbal Industrial Area,Mysuru,MYS,570016,Ward-M21,North,Plastic Moulding,Manufacturing,2220,Red,,GSTIN_4CD6D2E925B25B01,,,,2024-06-04,2024-08-07,DORMANT,18,,2026-01-29,pan_hash;phone;email
KAR-SHOP-MYS-2015-000014,SHOP,Karnataka Shops and Commercial Establishments,ENT-00022,Ravi lastics Works,,Managing Partner,"No. 65, B Near Bus Stop, Hebbal Indl Area, Mysuru, KA",Hebbal Industrial Area,Mysuru,MYS,570016,Ward-M21,North,Plastic Moulding,Manufacturing,2220,Red,PAN_52B1F2FB98A9B305,GSTIN_4CD6D2E925B25B01,,,,2015-02-16,2021-10-30,CLOSED,18,10-25,2026-02-02,phone;email
BBMP-TL-BOMM-2019-000008,BBMP,BBMP Trade Licence,ENT-00023,Sri Devices Slutions,Sri Devices Solutions,Owner B,"#104, Shed Industrial Layout, HSR Layout, Bangalore Urban, Karnataka - 560102",HSR Layout,Bengaluru Urban,BLRU,560102,Ward-174,Bommanahalli,Electronics Assembly,Manufacturing,2610,Orange,PAN_2593B925C4CC393A,,,,,2019-09-01,2020-11-23,CLOSED,,0-10,2026-04-30,gstin_hash;phone;email
KFBIS-FAC-BLRU-2021-000011,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00023,M/S Sri Devices Solutions,,Owner A,"104, Shed Industrial Layout, HSR Layout, B'luru Urban, Karnataka - 560102",HSR Layout,Bengaluru Urban,BLRU,560102,Ward-174,Bommanahalli,Electronics Assembly,Manufacturing,2610,Orange,,,,,contact0023@examplebiz.in,2021-12-08,2026-01-08,ACTIVE,,0-10,2026-02-27,pan_hash;gstin_hash;phone
GST-KA-BLRU-2017-000017,GST,GST Taxpayer Registry,ENT-00023,Sri Devices Solutions,M/S Sri Devices Solutions,Owner B,"104, Shed Industrial Layout, HSR Layout, B'luru Urban, KA - 560102",HSR Layout,Bengaluru Urban,BLRU,560102,Ward-174,Bommanahalli,Electronics Assembly,Manufacturing,2610,Orange,PAN_2593B925C4CC393A,GSTIN_258B8656D131FB3A,,,contact0023@examplebiz.in,2017-12-29,2021-06-22,CLOSED,12,,2025-11-29,phone
LAB-KA-BLRU-2024-000011,LABOUR,Labour Department,ENT-00023,Sri Devices Solutions,M/S Sri Devices Solutions,Owner A,"No. 104, Shed Industrial Layout, HSR Layout, Bengaluru Urban, KA - 560102",HSR Layout,Bengaluru Urban,BLRU,560102,Ward-174,Bommanahalli,Electronics Assembly,Manufacturing,2610,Orange,,GSTIN_258B8656D131FB3A,,,,2024-06-09,2025-09-07,ACTIVE,12,0-10,2026-05-03,pan_hash;phone;email
KAR-SHOP-BLRU-2025-000015,SHOP,Karnataka Shops and Commercial Establishments,ENT-00023,Sri Devices Solutions,,Managing Partner,"No. 104, Shed Industrial Layout, HSR Layout, Bengaluru Urban, Karnataka - 560102",HSR Layout,Bengaluru Urban,BLRU,560102,Ward-174,Bommanahalli,Electronics Assembly,Manufacturing,2610,Orange,,GSTIN_258B8656D131FB3A,UDYAM_17AB19F9CF64732D,,,2025-11-26,2026-03-21,ACTIVE,12,,2026-02-03,pan_hash;phone;email
UDYAM-KR-BLRU-2025-000012,UDYAM,Udyam / MSME Registry,ENT-00023,Sri Devices Solutions,Sri Devices Solutions,Partner 1,"104, Shed Industrial Layout, HSR Layout, B'luru Urban, Karnataka - 560102",HSR Layout,Bengaluru Urban,BLRU,560102,Ward-174,Bommanahalli,Electronics Assembly,Manufacturing,2610,Orange,PAN_2593B925C4CC393A,GSTIN_258B8656D131FB3A,UDYAM_17AB19F9CF64732D,,,2025-10-02,2025-11-30,ACTIVE,12,0-10,2026-02-16,phone;email
GST-KA-BLRU-2018-000018,GST,GST Taxpayer Registry,ENT-00024,SREE SOLUTIONS,Sree Solutions,Partner 1,"101, A Extension, Banashankari, Bengaluru Urban, KA",Banashankari,Bengaluru Urban,BLRU,560085,Ward-182,South,Food Processing,Manufacturing,1030,Orange,PAN_9E53C1A7284D0EC7,,,,,2018-12-19,2025-11-12,ACTIVE,52,,2025-11-14,gstin_hash;phone;email
LAB-KA-BLRU-2015-000012,LABOUR,Labour Department,ENT-00024,M/S Sree Solutions,,Owner B,"#101, A Extension, Banashankari, Bangalore Urban, KA - 560085",Banashankari,Bengaluru Urban,BLRU,560085,Ward-182,South,Food Processing,Manufacturing,1030,Orange,PAN_9E53C1A7284D0EC7,,,9000190193,,2015-01-14,2024-10-16,DORMANT,52,,2026-04-19,gstin_hash;email
KAR-SHOP-BLRU-2018-000016,SHOP,Karnataka Shops and Commercial Establishments,ENT-00024,Sree Solutions,,Partner 1,"#101, A Extension, Banashankari, B'luru Urban, KA - 560085",Banashankari,Bengaluru Urban,BLRU,560085,Ward-182,South,Food Processing,Manufacturing,1030,Orange,,,,,,2018-08-30,2021-10-15,CLOSED,,,2026-01-12,pan_hash;gstin_hash;phone;email
BBMP-TL-WEST-2020-000009,BBMP,BBMP Trade Licence,ENT-00025,Harsha Biryani Works,Harsha Biryani Works,Partner 1,"No. 136, C 1st Cr, Rajajinagar Industrial Suburb, B'luru Urban, K'taka - 560059",Rajajinagar Industrial Suburb,Bengaluru Urban,BLRU,560024,Ward-067,West,Restaurant / Cafe,Service,5610,Green,,GSTIN_B41F10842E700D44,,,,2020-06-03,2025-11-10,CLOSED,8,10-25,2025-11-22,pan_hash;phone;email;pin_drift
KFBIS-FAC-BLRU-2025-000012,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00025,Harsha Biryani Works,M/S Harsha Biryani Works,Director Masked,"136, C 1st Crs, Rajajinagar Industrial Suburb, B'luru Urban, KA - 560059",Rajajinagar Industrial Suburb,Bengaluru Urban,BLRU,560059,Ward-067,West,Restaurant / Cafe,Service,5610,Green,,,,,,2025-04-06,2026-02-12,ACTIVE,,10-25,2026-01-17,pan_hash;gstin_hash;phone;email
LAB-KA-BLRU-2016-000013,LABOUR,Labour Department,ENT-00025,M/S Harsha Biryni Works,Harsha Biryani Works,Partner 1,"#136, C 1st Cr, Rajajinagar Industrial Suburb, B'luru Urban, K'taka",Rajajinagar Industrial Suburb,Bengaluru Urban,BLRU,560059,Ward-067,West,Restaurant / Cafe,Service,5610,Green,PAN_7999756AA132CF9C,,,9000198112,,2016-05-19,2021-05-15,CLOSED,,10-25,2026-01-06,gstin_hash;email
KAR-SHOP-BLRU-2022-000017,SHOP,Karnataka Shops and Commercial Establishments,ENT-00025,Harsha Biryani Works,,Partner 1,"No. 136, C 1st Cross, Rajajinagar Industrial Suburb, B'luru Urban, Karnataka",Rajajinagar Industrial Suburb,Bengaluru Urban,BLRU,560059,Ward-067,West,Restaurant / Cafe,Service,5610,Green,PAN_7999756AA132CF9C,,,,,2022-03-25,2023-01-02,CLOSED,8,,2026-03-04,gstin_hash;phone;email
KFBIS-FAC-BLRU-2025-000013,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00026,Bangalore Moulding Associates,Bangalore Moulding Associates,,"266, Shed Sector, Bommanahalli, B'luru Urban, K'taka - 560068",Bommanahalli,Bengaluru Urban,BLRU,560068,Ward-175,South,Plastic Moulding,Manufacturing,2220,Red,,,,9000206031,contact0026@examplebiz.in,2025-01-12,2026-04-26,ACTIVE,18,,2026-03-30,pan_hash;gstin_hash
GST-KA-BLRU-2023-000019,GST,GST Taxpayer Registry,ENT-00026,Bangalore Moulding Assocites,Bangalore Moulding Associates,Owner A,"266, Shed Sector, Bommanahalli, B'luru Urban, Karnataka - 560068",Bommanahalli,Bengaluru Urban,BLRU,560068,Ward-175,South,Plastic Moulding,Manufacturing,2220,Red,PAN_8C25986E2674A596,,,9000206031,,2023-03-04,2026-01-20,ACTIVE,18,,2026-04-01,gstin_hash;email
PCB/BLRU/CTO/2024/00012,KSPCB,Karnataka State Pollution Control Board,ENT-00026,Bangalore Moulding Associates,M/S Bangalore Moulding Associates,Owner A,"266, Shed Sector, Bommanahalli, Bangalore Urban, Karnataka - 560068",Bommanahalli,Bengaluru Urban,BLRU,560068,Ward-175,South,Plastic Moulding,Manufacturing,2220,Red,PAN_8C25986E2674A596,,,9000206031,,2024-08-30,2025-05-25,ACTIVE,18,50-100,2025-12-20,gstin_hash;email
LAB-KA-BLRU-2024-000014,LABOUR,Labour Department,ENT-00026,Bangalore Moulding Associates,Bangalore Moulding Associates,Partner 1,"266, Shed Sector, Bommanahalli, Bangalore Urban, KA - 560068",Bommanahalli,Bengaluru Urban,BLRU,560068,Ward-175,South,Plastic Moulding,Manufacturing,2220,Red,,,,9000206031,,2024-07-30,2026-01-10,ACTIVE,18,50-100,2025-12-23,pan_hash;gstin_hash;email
KAR-SHOP-BLRU-2022-000018,SHOP,Karnataka Shops and Commercial Establishments,ENT-00026,Bangalore Moulding Associates,Bangalore Moulding Associates,Partner 1,"266, Shed Sector, Bommanahalli, B'luru Urban, Karnataka - 560068",Bommanahalli,Bengaluru Urban,BLRU,560068,Ward-175,South,Plastic Moulding,Manufacturing,2220,Red,,,,9000206031,,2022-03-29,2022-08-18,CLOSED,,50-100,2026-03-28,pan_hash;gstin_hash;email
UDYAM-KR-BLRU-2018-000013,UDYAM,Udyam / MSME Registry,ENT-00026,Bangalore Moulding Associates,BANGALORE MOULDING ASSOCIATES,,"No. 266, Shed Sector, Bommanahalli, Bangalore Urban, Karnataka - 560068",Bommanahalli,Bengaluru Urban,BLRU,560043,Ward-175,South,Plastic Moulding,Manufacturing,2220,Red,PAN_8C25986E2674A596,,UDYAM_212EC31FCD0E9121,9000206031,contact0026@examplebiz.in,2018-08-25,2024-06-28,DORMANT,,,2025-11-28,gstin_hash;pin_drift
KFBIS-FAC-BLRU-2016-000014,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00027,Sree Electronics Industries,Sree Elecronics Industries,,"50, B Industrial Layout, Rajajinagar Industrial Suburb, Bangalore Urban, KA - 560059",Rajajinagar Industrial Suburb,Bengaluru Urban,BLRU,560059,Ward-067,West,Electronics Assembly,Manufacturing,2610,Orange,,,,,,2016-10-10,2019-12-05,CLOSED,36,100-500,2026-02-07,pan_hash;gstin_hash;phone;email
GST-KA-BLRU-2017-000020,GST,GST Taxpayer Registry,ENT-00027,Sree Elec Inds,,Managing Partner,"No. 50, B Industrial Layout, Rajajinagar Industrial Suburb, B'luru Urban, Karnataka - 560059",Rajajinagar Industrial Suburb,Bengaluru Urban,BLRU,560059,Ward-067,West,Electronics Assembly,Manufacturing,2610,Orange,PAN_289FA3331D4CA2D0,,,9000213950,,2017-09-02,2021-04-19,CLOSED,36,100-500,2026-04-02,gstin_hash;email
BBMP-TL-NORT-2025-000010,BBMP,BBMP Trade Licence,ENT-00028,Bangalore Solutions,,Owner A,"108, B Near Bus Stop, Hebbal Industrial Area, Mysuru, Karnataka - 570016",Hebbal Industrial Area,Mysuru,MYS,570016,Ward-M21,North,Pharmacy / Medical Retail,Retail,4772,Green,,,,,,2025-03-22,2025-08-19,ACTIVE,12,10-25,2026-04-16,pan_hash;gstin_hash;phone;email
KAR-SHOP-MYS-2025-000019,SHOP,Karnataka Shops and Commercial Establishments,ENT-00028,Bangalore Solutions,,Partner 1,"No. 108, B Near Bus Stop, Hebbal Industrial Estate, Mysuru, Karnataka - 570016",Hebbal Industrial Area,Mysuru,MYS,570016,Ward-M21,North,Pharmacy / Medical Retail,Retail,4772,Green,,,,,,2025-09-30,2025-12-25,ACTIVE,12,,2026-03-03,pan_hash;gstin_hash;phone;email
KFBIS-FAC-BLRU-2019-000015,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00029,Asha Co,M/S Asha Co,Director Masked,"No 177, C 2nd Main, Yelahanka, Bangalore Urban, K'taka - 560064",Yelahanka,Bengaluru Urban,BLRU,560064,Ward-004,Yelahanka,Textile / Garments,Manufacturing,1410,Green,,,,,,2019-02-11,2026-01-06,ACTIVE,120,0-10,2025-11-15,pan_hash;gstin_hash;phone;email
GST-KA-BLRU-2025-000021,GST,GST Taxpayer Registry,ENT-00029,Asha Co,,Managing Partner,"No. 177, C 2nd Main, Yelahanka, Bangalore Urban, KA",Yelahanka,Bengaluru Urban,BLRU,560064,Ward-004,Yelahanka,Textile / Garments,Manufacturing,1410,Green,PAN_70AD3CC61D3D7815,GSTIN_DBD5853B2650B25F,,,,2025-07-15,2025-12-22,ACTIVE,120,,2026-02-05,phone;email
UDYAM-KR-BLRU-2019-000014,UDYAM,Udyam / MSME Registry,ENT-00029,Asha Co,,Managing Partner,"177, C 2nd Main, Yelahanka, B'luru Urban, KA - 560064",Yelahanka,Bengaluru Urban,BLRU,560064,Ward-004,Yelahanka,Textile / Garments,Manufacturing,1410,Green,PAN_70AD3CC61D3D7815,,,,,2019-06-13,2021-10-17,CLOSED,120,,2026-04-28,gstin_hash;phone;email
KFBIS-FAC-BLRR-2022-000016,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00030,Bharath Garments Traders,,Partner 1,"#18, Plot Extension, Devanahalli, Bengaluru Rural, K'taka - 562110",Devanahalli,Bengaluru Rural,BLRR,562110,Ward-R01,Bengaluru Rural,Textile / Garments,Manufacturing,1410,Green,PAN_F9056F6DC2DB582C,,,9000237707,,2022-07-18,2023-06-26,DORMANT,,0-10,2026-01-07,gstin_hash;email
GST-KA-BLRR-2020-000022,GST,GST Taxpayer Registry,ENT-00030,BHARATH GARMENTS TRADERS,M/S BHAATH GARMENTS TRADERS,,"18, Plot Extension, Devanahalli, Bengaluru Rural, Karnataka - 562110",Devanahalli,Bengaluru Rural,BLRR,562110,Ward-R01,Bengaluru Rural,Textile / Garments,Manufacturing,1410,Green,PAN_F9056F6DC2DB582C,GSTIN_5B1E02F6F738BA0B,,,,2020-02-08,2024-07-06,DORMANT,8,0-10,2026-03-13,phone;email
LAB-KA-BLRR-2018-000015,LABOUR,Labour Department,ENT-00030,M/S Bharath Garments Traders,Bharah Garments Traders,Partner 1,"#18, Plot Extension, Devanahalli, Bangalore Rural, KA - 562110",Devanahalli,Bengaluru Rural,BLRR,562110,Ward-R01,Bengaluru Rural,Textile / Garments,Manufacturing,1410,Green,PAN_F9056F6DC2DB582C,,,9000237707,,2018-01-07,2025-05-04,ACTIVE,8,0-10,2025-12-04,gstin_hash;email
KAR-SHOP-BLRR-2017-000020,SHOP,Karnataka Shops and Commercial Establishments,ENT-00030,Bharath Garments Traders,,Managing Partner,"18, Plot Extension, Devanahalli, Bengaluru Rural, K'taka - 562110",Devanahalli,Bengaluru Rural,BLRR,562110,Ward-R01,Bengaluru Rural,Textile / Garments,Manufacturing,1410,Green,PAN_F9056F6DC2DB582C,,,,,2017-03-12,2025-02-18,DORMANT,8,0-10,2026-03-29,gstin_hash;phone;email
UDYAM-KR-BLRR-2019-000015,UDYAM,Udyam / MSME Registry,ENT-00030,M/S Bharath Garments Traders,Bharath Garments Traders,Managing Partner,"18, Plot Extension, Devanahalli, Bangalore Rural, K'taka - 562110",Devanahalli,Bengaluru Rural,BLRR,562110,Ward-R01,Bengaluru Rural,Textile / Garments,Manufacturing,1410,Green,PAN_F9056F6DC2DB582C,GSTIN_5B1E02F6F738BA0B,UDYAM_62FBD736C61D9422,,,2019-03-11,2020-04-20,CLOSED,8,0-10,2026-01-06,phone;email
KFBIS-FAC-BLRU-2015-000017,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00031,Mysore Enterprises,,Owner B,"No. 256, B Mn Rd, HSR Layout, B'luru Urban, Karnataka - 560102",HSR Layout,Bengaluru Urban,BLRU,560102,Ward-174,Bommanahalli,Machine Tools,Manufacturing,2819,Orange,PAN_8895582F81504CB2,,,,,2015-05-14,2020-07-02,CLOSED,2,50-100,2026-04-10,gstin_hash;phone;email
GST-KA-BLRU-2016-000023,GST,GST Taxpayer Registry,ENT-00031,M/S Mysore Enterprises,,Director Masked,"No. 256, B Main Rd, HSR Layout, B'luru Urban, Karnataka - 560102",HSR Layout,Bengaluru Urban,BLRU,560102,Ward-174,Bommanahalli,Machine Tools,Manufacturing,2819,Orange,PAN_8895582F81504CB2,GSTIN_FEC2468239B9CC01,,,,2016-05-08,2020-05-27,CLOSED,2,,2025-12-03,phone;email
PCB/BLRU/CTE/2018/00013,KSPCB,Karnataka State Pollution Control Board,ENT-00031,Mysore Enterprises,,,"No 256, B Main Rd, HSR Layout, Bengaluru Urban, K'taka - 560102",HSR Layout,Bengaluru Urban,BLRU,560102,Ward-174,Bommanahalli,Machine Tools,Manufacturing,2819,Orange,,,,,,2018-10-21,2022-03-19,CLOSED,,50-100,2026-01-30,pan_hash;gstin_hash;phone;email
LAB-KA-BLRU-2025-000016,LABOUR,Labour Department,ENT-00031,Mysore Enterprises,,Partner 1,"No. 256, B Main Road, HSR Layout, Bengaluru Urban, Karnataka - 560102",HSR Layout,Bengaluru Urban,BLRU,560102,Ward-174,Bommanahalli,Machine Tools,Manufacturing,2819,Orange,PAN_8895582F81504CB2,,,,,2025-10-02,2026-02-03,ACTIVE,2,50-100,2026-03-17,gstin_hash;phone;email
